text1,text2
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='4级，强,避免曝晒'&穿衣指数 ='4级，穿套装、夹克类 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='14到25'&明天永春温度='14到27'&明天沿海天气='多云转晴'&明天山区天气='晴'&明天风='东北风5～6级阵风7级'&后天市区温度='14到22'&后天永春温度='15到24'&后天沿海天气='多云'&后天山区天气='晴'&后天风='东北风5～6级阵风7～8级'&大后天市区温度='13到18'&大后天永春温度='13到20'&大后天沿海天气='小雨转多云'&大后天山区天气='小雨'&大后天风='东北风5～6级阵风7～8级'",今天低空受一致的偏南气流控制，湿度较小，我市以多云到晴的天气为主。已经进入立春时节，闽南大地处处春意盎然，鸟语花香，气温更是步步拔高。今天我市最高气温，沿海达、山区达以上，微风习习，人体感觉温暖舒适。预计明天，多云到晴的好天气依旧维持，气温较今天相差不大。春节将近，市民朋友们可以把握这晴朗时光，“洗洗刷刷迎新年，快快乐乐笑开颜！”预计8日白天，我市多云转阴，8日夜间起新一股冷空气南下影响我市，沿海阵风将加大至7-8级。9-11日我市有一次较明显降水天气过程，提醒市民朋友们要及时关注最新的天气变化，合理安排好出行计划，以免让雨水扰乱了行程。
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='3级，中度危险,能燃烧'&明天市区温度='16到27'&明天永春温度='15到30'&明天沿海天气='晴'&明天山区天气='多云转晴'&明天风='偏东风3～4级'&后天市区温度='18到29'&后天永春温度='18到32'&后天沿海天气='晴转多云'&后天山区天气='多云'&后天风='偏南风3～4级'&大后天市区温度='20到30'&大后天永春温度='20到31'&大后天沿海天气='晴'&大后天山区天气='晴转小雨'&大后天风='西南风4～5级'",“四月江南暑尚微，虚堂初换葛衣时。”四月以来，我市天气一直忽冷忽热。今天延续了昨天的好天气，阳光明媚，春暖花开。白天的气温于昨天略微上升，午后最高气温山区达到，沿海地区在左右，但在白天升温的同时，夜晨的气温还是较低的，早上出门还是能感觉到些许凉意的。预计明天我市依旧是以晴到多云天气为主，气温略有上升，需要洗晒衣物或外出游玩的朋友们请抓紧，因为13日起将会有一次较明显的降雨过程，山区降雨期间局地伴有雷暴、大风和短时强降水等强对流天气，请大家做好防范。同时伴随这次降水而来的还有冷空气，14日最低温度将有3的降幅，请大家及时增减衣物，谨防感冒。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='1级，暖和，较舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='25到28'&明天永春温度='24到27'&明天沿海天气='小雨'&明天山区天气='小雨转中雨'&明天风='西南风4～5级阵风6～7级'&后天市区温度='24到30'&后天永春温度='23到29'&后天沿海天气='小雨转大雨'&后天山区天气='小雨转大雨'&后天风='西南风4～5级阵风6～7级'&大后天市区温度='23到28'&大后天永春温度='22到28'&大后天沿海天气='中雨'&大后天山区天气='中雨'&大后天风='西南风4～5级阵风6～7级'",受冷暖交汇影响，昨天我市出现暴雨，局部大暴雨。今天白天低涡切变北抬东移，我市降水明显减弱，沿海阴有阵雨，山区雨势稍强，以小雨到中雨为主。阴雨蔽日使得午后的最高气温回升乏力，大都在20-24℃之间。预计受低层切变影响，明天我市有中雨到大雨，后天有大雨到暴雨，在南风的吹拂下，最高气温将上升至30℃左右。未来一段时间降水仍然较多，请关注雨雾天气对交通出行影响；由于地质灾害存在一定滞后性，请大家近期减少爬山等户外活动，雨水间歇期请及时清理沟渠，注意防范持续降水可能引发的山洪、中小流域洪水和城乡积涝、塌方、滑坡、泥石流等次生灾害。
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='-1级，凉、较舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='3级，中度危险,能燃烧'&明天市区温度='12到19'&明天永春温度='12到22'&明天沿海天气='多云转晴'&明天山区天气='多云'&明天风='东北风5～6级阵风7级'&后天市区温度='11到19'&后天永春温度='11到20'&后天沿海天气='多云'&后天山区天气='多云'&后天风='东北风4～5级阵风6～7级'&大后天市区温度='8到14'&大后天永春温度='7到18'&大后天沿海天气='晴'&大后天山区天气='晴'&大后天风='东北风6～7级阵风8～9级'",今天我市依旧被冬日暖阳眷顾着，午后大部分乡镇最高气温达到了23，让人一点儿也察觉不到处在大寒节气。今天夜间到明天有冷空气影响，但是强度很弱，气温略有下降，沿海风力略有增大，阵风7级左右，受高空槽偏北东移影响，明后两天云系略有增多，以多云间阴的天气为主。28日开始随着一股势力中等的冷空气南下，我市将出现大风降温天气，29日沿海东北阵风可达8-9级；30日夜晨气温低，西北部山区最低温度会降至以下，有霜或霜冻。隆冬时节，冷空气活动频繁，气温起伏大，提醒市民朋友们一定要根据气温变化及时增减衣物，谨防着凉感冒。与此同时，长期缺少雨水的滋润，空气格外干燥，大家一定要及时补水，并注意用火安全。
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='4级，穿套装、夹克类 '&郊游指数='5级，天气很好,投入大自然的怀抱吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='14到23'&明天永春温度='10到23'&明天沿海天气='晴'&明天山区天气='晴'&明天风='东北风5～6级阵风7～8级'&后天市区温度='15到23'&后天永春温度='12到24'&后天沿海天气='晴'&后天山区天气='晴'&后天风='北风5～6级阵风7级'&大后天市区温度='16到23'&大后天永春温度='14到24'&大后天沿海天气='多云'&大后天山区天气='多云转晴'&大后天风='东北风5～6级阵风7级'","昨天，我们迎来了大雪节气，虽然古人认为，大雪节气意味着雪下得大而广，然而从天气角度，节气和天气是两个完全不同的概念。受弱冷空气影响，今天白天，阳光洒落在我市大地上，体感较为舒适，大部分乡镇最高气温在20之间，相比昨日没有太大的变化，沿海风力仍然较大，请航行作业船只注意安全。预计未来三天，在冬日暖阳的照顾下，我市以晴或多云为主，天气舞台将继续一路""晴""歌高唱，阳光持续供应，气温以每天1的效率回升，最高气温在19，电视机前的朋友们可以尽情的出来拥抱大自然。值得注意的是，近期空气湿度较低，没有明显的降水过程，森林火险气象等级较高，大家外出游玩时，要注意野外用火安全，加强防范意识。"
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='1级，暖和，较舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='22到27'&明天永春温度='21到26'&明天沿海天气='中雨转小雨'&明天山区天气='中雨转小雨'&明天风='东北风4～5级阵风6级'&后天市区温度='25到31'&后天永春温度='24到32'&后天沿海天气='小雨'&后天山区天气='小雨转中雨'&后天风='西南风4～5级阵风6～7级'&大后天市区温度='26到30'&大后天永春温度='24到29'&大后天沿海天气='阴转小雨'&大后天山区天气='小雨转中雨'&大后天风='西南风5～6级阵风7～8级'",昨天我市普降小雨到中雨，局部乡镇有大雨，相比于前几天，雨势有所减弱。近几天的气温呈现出逐步上升的趋势，今天全市最高气温在27-29℃，以安溪官桥镇31℃为全市最高。由于空气湿度较大，所以体感不太舒适，略有闷热。今天午后开始受冷暖气流对峙影响，我市出现强降水，部分乡镇有大雨到暴雨。预计明后两天雨势将再次减弱，12日白天至13日全市有小雨到中雨，局部有大雨。不过随着低涡切变的影响，14-15日降水又将加强。由于前期降水较多，要注意防范持续降水可能引发的山洪、中小流域洪水和城乡积涝、塌方、滑坡、泥石流等次生灾害。同时请大家关注短时强降水等对流天气对交通出行、农作物和水产养殖的不利影响。
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='2级，稍热,不舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='1级，穿盛夏短装 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='26到32'&明天永春温度='24到33'&明天沿海天气='多云'&明天山区天气='阴转多云'&明天风='西南风4-5级阵风6级'&后天市区温度='26到33'&后天永春温度='25到35'&后天沿海天气='多云'&后天山区天气='阴转多云'&后天风='西南风4-5级阵风6级'&大后天市区温度='25到33'&大后天永春温度='25到35'&大后天沿海天气='多云'&大后天山区天气='阴转多云'&大后天风='西南风4-5级阵风6级'",我市处在西南暖湿气流的控制下，湿度略大，早晨繁杂的云朵在空中摇曳，太阳难以找到展现自己的机会，只能从云的缝隙中偶尔显现身姿。受到云系的阻碍，午后我市大部分乡镇的最高气温都在30，局部乡镇达到了，以安溪官桥镇为全市最高温。多分散性阵雨天气，人体感觉还是略感闷热的，除湿的工作还是不可懈怠呀。预计明天，受西南气流的影响，我市将以多云的天气为主，相较于今天，温度方面略有上升，夏天的“热气腾腾”。未来几天副高将会加强并控制，我市将会迎来晴热高温天气。在这里需要提醒观众朋友，出行多加关注天气变化，常备晴雨两用伞，遮阳避雨两不误。
"中暑指数='2级，一般不会中暑'&感冒指数='4级，感冒高发,注意防范'&人体舒适度='-2级，冷，不舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='1级，最弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='9到12'&明天永春温度='8到13'&明天沿海天气='小雨'&明天山区天气='小雨'&明天风='东北风7～8级阵风9～10级'&后天市区温度='10到13'&后天永春温度='9到13'&后天沿海天气='小雨'&后天山区天气='小雨'&后天风='东北风6～7级阵风8～9级'&大后天市区温度='14到17'&大后天永春温度='13到18'&大后天沿海天气='中雨转小雨'&大后天山区天气='小雨'&大后天风='东北风5～6级阵风7～8级'",今天早晨起，我市沿海局部以及山区的西部乡镇下起了小雨，使得体感温度比实际温度更低。受冷空气补充影响，今天的气温依旧低迷，白天的全市的最高气温大部为12-16℃，最高气温为17.7℃出现在南安东田镇。自昨天夜间起，我市沿海出现了8-9级的东北大风。这伴随降水的低温天气还将继续持续，预计明天我市为小雨天气；后天全市为小雨天气，沿海局部乡镇可达到中雨。同时沿海风力将再次加大，预计今天夜间至明天沿海将有9-10级东北大风，请海上航行和作业船只注意安全，雨天路滑，并可能伴有雨雾等低能见度天气，注意行车安全。近期气温多变，请市民朋要密切关注天气变化，及时增添衣物，做好防寒保暖工作。
"中暑指数='1级，不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='-1级，凉、较舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='10到12'&明天永春温度='9到12'&明天沿海天气='小雨'&明天山区天气='小雨'&明天风='东北风6～7级阵风8～9级'&后天市区温度='10到13'&后天永春温度='10到13'&后天沿海天气='小雨'&后天山区天气='小雨'&后天风='东北风6～7级阵风8～9级'&大后天市区温度='11到12'&大后天永春温度='11到13'&大后天沿海天气='中雨转小雨'&大后天山区天气='小雨'&大后天风='东北风5～6级阵风7～8级'",今天是除夕，也是牛年的最后一天，大街小巷都挂起了红灯笼，年味儿可谓是非常浓了。昨天晚上一股冷空气如约而至，我市山区出现分散性的弱降水，沿海出现8到9级东北大风。今天白天受冷空气持续影响，我市气温进一步下降，午后市区最高气温仅13℃上下，从今夜开始，我市将迎来一轮降水过程。预计明后两天，全市将以小到中雨的天气为主，大部分乡镇最高气温维持在12-14℃，体感来说还是比较寒凉。春节前期，我市多阴雨天气，气温较低，雨水天气无疑会给出行带来不便，所以大家外出要记得备好雨具，并且注意交通安全。
"中暑指数='2级，一般不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='3级，穿薄衫裤类 '&郊游指数='4级，天气不错,大自然欢迎您'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='19到26'&明天永春温度='16到27'&明天沿海天气='多云转阴'&明天山区天气='多云转阴'&明天风='东北风5～6级阵风7～8级'&后天市区温度='19到26'&后天永春温度='17到26'&后天沿海天气='多云'&后天山区天气='多云转阴'&后天风='东北风5～6级阵风7～8级'&大后天市区温度='20到25'&大后天永春温度='18到26'&大后天沿海天气='晴转多云'&大后天山区天气='晴转多云'&大后天风='东北风5～6级阵风7～8级'",昨天起，我们进入霜降节气，受冷空气影响，泉州大地已略有萧瑟之感。今天白天由于冷空气影响逐渐减弱，我市以多云到阴天气为主，气温进入回升通到，早晨市区最低气温左右，午后最高气温达左右，白天沿海风力达6到7级的东北大风。预计明后两天，随着冷空气东移入海，我市以多云的好天气为主，白天最高气温回升至25，整体较为舒适，但是昼夜温差较大，提醒大家早晚要适当增添衣物，以免着凉感冒。未来数日我市没有明显的降水，空气相对湿度有所下降，补水润肺仍是养生的首要任务。同时森林火险气象等级较高，需注意野外用火和居家用电安全。
"中暑指数='2级，一般不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='1级，暖和，较舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='26到31'&明天永春温度='24到32'&明天沿海天气='小雨转多云'&明天山区天气='阴转小雨'&明天风='西南风4～5级阵风6～7级'&后天市区温度='26到31'&后天永春温度='24到31'&后天沿海天气='小雨转多云'&后天山区天气='小雨转阴'&后天风='西南风4～5级阵风6级'&大后天市区温度='26到32'&大后天永春温度='25到33'&大后天沿海天气='多云'&大后天山区天气='阴转多云'&大后天风='西南风4～5级阵风6级'",今天我市上空云系较多，以多云天气为主，太阳偶尔会探出头来，早晨全市的气温在23，体感上较为舒适。到了午后气温逐渐回升，市区气温升至，山区个别乡镇的最高气温超过了，在热力条件的催化下，我市南部在中午时分率先出现雷雨天气，随后惠安、泉港、洛江等地也迎来了降水，最大小时雨强为，出现在南安东田镇。预计未来两天我市仍以多云到阴的天气为主，同时午后会有短时阵雨或雷阵雨，局地伴有短时强降水和雷雨大风等强对流天气，市民朋友外出时不妨带把晴雨伞，遮阳挡雨两不误。22日之后我市气温总体较高，夏日的闷热感将扑面而来，请大家做好防暑降温的准备工作。
"中暑指数='4级，容易中暑'&感冒指数='2级，感冒少发'&人体舒适度='4级，酷热,极不适应'&夜晨舒适度='2级，稍热,不舒适'&紫外线强度指数='4级，强,避免曝晒'&穿衣指数 ='1级，穿盛夏短装 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='3级，中度危险,能燃烧'&明天市区温度='28到36'&明天永春温度='26到38'&明天沿海天气='晴转多云'&明天山区天气='多云'&明天风='西南风4～5级阵风6级'&后天市区温度='27到35'&后天永春温度='26到37'&后天沿海天气='阴转多云'&后天山区天气='阴转多云'&后天风='西南风4～5级阵风6级'&大后天市区温度='27到35'&大后天永春温度='26到37'&大后天沿海天气='多云'&大后天山区天气='多云转小雨'&大后天风='西南风4～5级阵风6级'",副热带高压持续控制我市，晴热天气如影随形，今天清晨伊始云系就较为浅薄，太阳肆意的绽放着自己的热情，气温也是高居不下。午后我市大部分乡镇的最高气温都在以上，其中28个乡镇已经超过了。预计明后两天，我市整体仍将处于副高控制之下，高温持续在线，部分乡镇午后的最高气温仍将超过，由于副高有东退的趋势，大气不稳定能量增加，山区午后可能会出现阵雨或雷雨，但是微弱的雨量无法明显缓解高温，反而徒增闷热。提醒广大市民朋友们，近期要继续做好防暑降温工作，及时补充水分和盐分。另外紫外线较强，请大家尽量避免正午时段进行户外活动，缩短连续工作时间。
"中暑指数='3级，可能中暑'&感冒指数='2级，感冒少发'&人体舒适度='0级，舒适'&夜晨舒适度='0级，舒适'&紫外线强度指数='4级，强,避免曝晒'&穿衣指数 ='3级，穿薄衫裤类 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='24到31'&明天永春温度='24到34'&明天沿海天气='阴转多云'&明天山区天气='阴转小雨'&明天风='西南风4～5级阵风6～7级'&后天市区温度='24到30'&后天永春温度='24到31'&后天沿海天气='阴转中雨'&后天山区天气='阴转中雨'&后天风='西南风4～5级阵风6～7级'&大后天市区温度='24到30'&大后天永春温度='24到32'&大后天沿海天气='阴转小雨'&大后天山区天气='阴转小雨'&大后天风='西南风4～5级'",今天一早，我市便呈现多云到晴的好天气，天空中浅薄的云层，难以阻拦阳光的热情。临近午后气温迅速抬升，沿海的最高气温大都在上下，山区则在33之间，高温加上南风带来的充沛水汽，激发了山区午后局地的对流性降水。预计明天我市仍处于西南气流下，沿海维持多云天气，山区午后有阵雨，最高气温将提升至，拨动了炎炎夏日的开关，观众朋友们要注意防暑降温，及时补充水分。后天由于南风加强，我市又将迎来小雨到中雨，受其影响，最高气温又将回落至左右，但配合较大的空气湿度，闷热感仍旧明显。总的来说未来一段时间多有雨水叨扰，大家外出不妨带把晴雨伞，遮阳挡雨两不误！
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发'&人体舒适度='0级，舒适'&夜晨舒适度='-1级，凉，较舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='3级，穿薄衫裤类 '&郊游指数='4级，天气不错，大自然欢迎您'&森林火险='3级，中度危险,能燃烧'&明天市区温度='21到28'&明天永春温度='19到29'&明天沿海天气='多云'&明天山区天气='多云间晴'&明天风='东北风4～5级阵风6～7级'&后天市区温度='21到28'&后天永春温度='19到28'&后天沿海天气='多云'&后天山区天气='多云'&后天风='东北风4～5级阵风6～7级'&大后天市区温度='20到28'&大后天永春温度='18到30'&大后天沿海天气='晴间多云 '&大后天山区天气='晴 '&大后天风='东北风4～5级阵风6～7级'","今天早上我市以多云的天气开场，中午前后云系逐渐消散，天空渐渐打开，蓝天和白云同台表演，明媚的阳光普照大地，气温节节攀升，全市大部分乡镇午后最高气温上升至25-30℃，较昨日上升明显。预计明后两天，低层仍然受东北气流控制，我市将以多云天气为主，气温相较今天变化不大。预计明后两天我市的天气格局依然没有什么大的变化，以多云的天气为主，温度起伏不大,大部分地区午后最高气温在25-29℃，夜晨最低气温在15-21℃，白天较为温暖舒适，夜间则有些微凉，沿海风力也不大，实在是冬日里难得的好时光。如此好的天气适宜进行适当的户外运动，增强身体素质，但是仍需注意夜晨气温较低，请适当增添衣物，谨防感冒。"
"中暑指数='1级，不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='-1级，凉、较舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='13到21'&明天永春温度='13到23'&明天沿海天气='阴转晴'&明天山区天气='阴转多云'&明天风='东北风5～6级阵风7级'&后天市区温度='13到18'&后天永春温度='14到20'&后天沿海天气='阴转多云'&后天山区天气='阴'&后天风='东北风5～6级阵风7～8级'&大后天市区温度='12到15'&大后天永春温度='13到17'&大后天沿海天气='多云'&大后天山区天气='阴'&大后天风='东北风6～7级阵风8～9级'",今天我市受偏南气流影响，云系较多，九仙山出现了壮丽的云海景观。午后天空打开，气温上升明显，大部分乡镇最高气温在20之间，沿海风力不大，体感较为舒适。预计明后两天我市仍以阴天间多云的天气为主，冷空气间歇期天气较为平稳，气温较今天变化不大， 28日夜间起受冷空气扩散南下影响，沿海风力逐渐加强，将出现8-9级的东北大风，需注意防范沿海大风对航运、滨海旅游和渔业等行业的不利影响。29日起气温明显下降，本次最低气温过程降温幅度可达6，在此提醒市民朋友们，关注天气变化，及时调整衣物，谨防感冒。正值春运人员流动加大时期，温馨提醒大家居家勤通风、勤洗手，出门戴口罩、少聚集。
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='-1级，凉、较舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='1级，天气不好,欢迎您改日再来'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='13到15'&明天永春温度='12到15'&明天沿海天气='中雨转大雨'&明天山区天气='小雨转大雨'&明天风='东北风6～7级阵风8级转东北风4～5级阵风6～7级'&后天市区温度='15到20'&后天永春温度='15到22'&后天沿海天气='小雨转阴'&后天山区天气='小雨转阴'&后天风='东北风4～5级'&大后天市区温度='15到17'&大后天永春温度='15到18'&大后天沿海天气='小雨'&大后天山区天气='小雨'&大后天风='东北风4～5级阵风6～7级'",受南支槽东移和低层暖切影响，今天我市局部飘起零星小雨，拉开了接下来几天降雨天气的序幕。受冷空气影响，沿海地区刮起了8-9级东北大风。在雨水的作用下，午后的最高气温较昨日有所回落，大部分乡镇在12之间。预计明后两天将迎来持续降雨天气，其中22日全市中雨到大雨，同时沿海的大风将会减弱；23日雨势减弱，但全市仍有小雨。在这提醒市民朋友们，最近冷空气活动频繁，气温起伏较大，请注意及时增减衣物，谨防感冒。周末出行请注意携带雨具，司机们注意驾车安全。春运时间是疫情扩散危险期，温馨提醒大家做好相应卫生防护，出门戴口罩，远离病毒。
"中暑指数='1级，不会中暑'&感冒指数='2级，感冒少发'&人体舒适度='-1级，凉、较舒适'&夜晨舒适度='-2级，冷，不舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='5级，天气很好,投入大自然的怀抱吧'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='10到17'&明天永春温度='7到20'&明天沿海天气='晴'&明天山区天气='晴'&明天风='东北风5～6级阵风7～8级'&后天市区温度='9到18'&后天永春温度='6到21'&后天沿海天气='晴'&后天山区天气='晴'&后天风='东北风4～5级阵风6～7级'&大后天市区温度='9到21'&大后天永春温度='8到24'&大后天沿海天气='晴'&大后天山区天气='晴'&大后天风='北风4～5级阵风6级'",受冷暖气流交汇影响，昨天夜里我市部分乡镇飘起了小雨，到了今天白天我市天气就逐渐转好，阳光也如约而至。不过受冷空气影响，即使有暖阳的加持，全市午后气温普遍不高，仅有左右。预计明后两天我市转为西北干冷气流控制，天气晴冷，随着阳光的到来，白天温度仍能维持在左右，但是早晚温度持续走低，德化、永春和安溪山区部分乡镇将低于，有霜或霜冻，局部有结冰。伴随冷空气的还有沿海大风，未来两天我市沿海持续有7-8级东北大风，沿海的居民朋友要注意防范大风带来的不利影响。近期气温起伏大，天气骤变，昼夜温差大，提醒市民朋友一定要及时增减衣物，谨防感冒。
"中暑指数='3级，可能中暑'&感冒指数='2级，感冒少发'&人体舒适度='2级，稍热,不舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='3级，中等,需遮阳与涂防晒霜'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='3级，天气还可以,出来玩玩吧'&森林火险='3级，中度危险,能燃烧'&明天市区温度='26到32'&明天永春温度='25到32'&明天沿海天气='阵雨'&明天山区天气='中雨'&明天风='西南风4～5级阵风6～7级'&后天市区温度='26到33'&后天永春温度='25到34'&后天沿海天气='多云'&后天山区天气='阴转小雨'&后天风='西南风4～5级阵风6～7级'&大后天市区温度='26到33'&大后天永春温度='25到34'&大后天沿海天气='多云'&大后天山区天气='多云转小雨'&大后天风='西南风3～4级'",七夕今宵看碧霄，牵牛织女渡河桥。又到了一年一度的七夕佳节，今天，我市以多云天气为主，局部山区中午陆续出现阵雨或雷阵雨，局地伴有短时强降水和雷雨大风等对流性天气，午后最高气温与昨日相差无几，维持在32，个别乡镇最高气温超过。预计明后两天，我市受低层西南气流影响，天气依旧不太稳定，午后部分乡镇有阵雨或雷阵雨天气，山区局部有大雨。空气中湿度比较大，体感较为闷热，大家要注意多喝水，及时补充水分。在此提醒广大市民朋友们，外出要及时查看市气象台发布的最新天气动态，注意防范午后强对流天气带来的雷电、大风和短时强降水等灾害。祝大家七夕愉快！
"中暑指数='2级，一般不会中暑'&感冒指数='1级，感冒不易发生'&人体舒适度='2级，稍热,不舒适'&夜晨舒适度='1级，暖和，较舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='2级，着衬衫、短套装 '&郊游指数='2级，天气不太好,出游要有所防备'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='26到30'&明天永春温度='24到30'&明天沿海天气='小雨'&明天山区天气='小雨'&明天风='偏南风4~5级'&后天市区温度='26到31'&后天永春温度='25到31'&后天沿海天气='阴转小雨'&后天山区天气='阴转中雨'&后天风='西南风4~5级阵风6级'&大后天市区温度='26到30'&大后天永春温度='25到31'&大后天沿海天气='阴转小雨'&大后天山区天气='阴转中雨'&大后天风='西南风4~5级阵风6~7级'",今天在今年3号台风“暹芭”的外围气流的影响下，我市上空早晨云系较多，以多云到阴的天气为主，随着时间推移，台风外围的降水回波不断影响我市，全市大部分乡镇下起了阵雨，局部还出现短时强降水等强对流天气，在降水的影响下，午后气温回升无力，全市大部分乡镇最高气温较昨日有所下降，为28-31℃，局部达32℃，炎热感有所缓解。3号台风“暹芭”已于今日15时在广东电白沿海登陆，逐渐北上，预计未来两天我市继续受到其外围环流的影响，全市有较明显降水，全市中雨到大雨，局部会有暴雨，降雨时局部伴有短时强降水等强对流天气，出行请携带雨具做好防备，气温方面变化不大，最高气温28-31℃。
"中暑指数='1级，不会中暑'&感冒指数='3级，感冒易发,适当保护'&人体舒适度='-2级，冷，不舒适'&夜晨舒适度='-1级，凉、较舒适'&紫外线强度指数='2级，弱,不需防护'&穿衣指数 ='5级，穿毛衣类 '&郊游指数='5级，天气很好,投入大自然的怀抱吧'&森林火险='2级，低度危险,难燃烧,难蔓延'&明天市区温度='9到13'&明天永春温度='9到15'&明天沿海天气='多云转阴'&明天山区天气='阴转多云'&明天风='东北风6～7级阵风8～9级'&后天市区温度='9到14'&后天永春温度='6到17'&后天沿海天气='多云'&后天山区天气='多云'&后天风='东北风6～7级阵风8～9级'&大后天市区温度='9到15'&大后天永春温度='7到18'&大后天沿海天气='晴转多云'&大后天山区天气='晴转多云'&大后天风='东北风4～5级阵风6～7级'",昨天傍晚开始，强冷空气裹挟着大风和降温强势登场，今天午后全市大部分地区的最高气温仅在13-16℃左右，相比于昨天的25℃+甚至30℃+简直就是腰斩。虽然体感一下子从初夏回到了寒冬，但冷空气也赶跑了蒙蒙的雾气和恼人的回南天。预计未来三天在偏北气流的控制之下我市以多云天气为主，最高气温将缓慢爬升，到了本周五全市的最高气温将回升至20℃左右，暖意回归。不过冷空气的余威尚存，未来三天的最低气温仍然低位徘徊，全市大部分地区都在10℃以下，山区甚至不足5℃，早晚的寒意还是比较明显的。最近气温起伏变化较大，提醒市民朋友们要根据天气的变化合理增减衣物，谨防着凉感冒。
